cmMb	pop
1.12602997288455	YRI
1.16342413675618	YRI
0.733884417454731	YRI
0.427629528401677	YRI
0.782344087940152	YRI
0.745944025164309	YRI
0.804509260028726	YRI
0.845994236925861	YRI
0.844272940082582	YRI
1.48036436085581	YRI
1.10899009154262	YRI
0.966132850162501	YRI
0.623703055317167	YRI
0.547728430380453	YRI
0.582308181312964	YRI
0.543242083672977	YRI
0.5938312022569	YRI
0.970187664828105	YRI
0.536558712674689	YRI
0.428503184281998	YRI
0.633424887491948	YRI
0.331968957152592	YRI
0.396721434908086	YRI
0.64192708293791	YRI
0.701352792925708	YRI
0.214445909793619	YRI
0.47672142756414	YRI
0.136725637349354	YRI
0.849777732457804	YRI
0.74006607742607	YRI
0.788174612679387	YRI
0.907011536088158	YRI
0.771182461603031	YRI
0.621874525934118	YRI
0.926440712416325	YRI
1.16092737855264	YRI
0.457085702346377	YRI
0.452552677360534	YRI
0.7303265119201	YRI
1.09790006479873	YRI
0.741987776559225	YRI
0.846394117861324	YRI
0.468920578531963	YRI
1.18446360483483	YRI
0.696510580388023	YRI
0.267892324423633	YRI
0.173086437800428	YRI
0.244407382573243	YRI
0.340859052633414	YRI
0.877876081888021	YRI
0.305712419439317	YRI
0.932290102889252	YRI
0.469551826174534	YRI
0.999745718491081	YRI
0.154583768802963	YRI
0.252008051122115	YRI
0.359076413453702	YRI
0.196454158683959	YRI
0.564607482852485	YRI
0.393240826570132	YRI
0.590363095322272	YRI
0.25540728836028	YRI
0.512926305583962	YRI
0.965664707289836	YRI
0.597910067668009	YRI
0.419731215306048	YRI
0.358836811163644	YRI
0.655932151270087	YRI
0.281323604931719	YRI
1.00788797806469	YRI
0.512243943710159	YRI
0.646245180436344	YRI
0.831357200231903	YRI
0.253802659210861	YRI
0.302067640713161	YRI
0.379655827050825	YRI
0.54072450274432	YRI
0.675447964461235	YRI
1.17841919323254	YRI
0.625161368245353	YRI
0.507689681085569	YRI
0.353325900912105	YRI
0.531645492384268	YRI
0.239101089153999	YRI
0.604426385469935	YRI
0.602104943665463	YRI
0.818799583799243	YRI
0.85811852577857	YRI
0.782233158093817	YRI
0.572082466501973	YRI
1.09135921547002	YRI
0.943702816915873	YRI
0.70344843766308	YRI
0.0850593872389263	YRI
0.660961965889254	YRI
0.670569187735762	YRI
0.488490570205189	YRI
0.359086393557718	YRI
0.539707834458794	YRI
0.749287084308928	YRI
0.515009908497627	YRI
0.565518815381228	YRI
0.285548160756741	YRI
0.419017802273098	YRI
0.244576514193356	YRI
0.358784238137363	YRI
0.377577250098212	YRI
0.50968616970349	YRI
0.626658341335575	YRI
0.342588453102195	YRI
0.408302172674391	YRI
0.588006089034122	YRI
0.52381644315292	YRI
0.18183581463922	YRI
0.397378543929537	YRI
0.642158587978204	YRI
0.620784937710181	YRI
0.414807080980424	YRI
0.309385374952951	YRI
0.183400449707462	YRI
0.377762106806854	YRI
0.652493769114582	YRI
0.442119717565702	YRI
0.425099462626652	YRI
0.407056404460677	YRI
0.608729387483858	YRI
0.91854951745239	YRI
0.735672719270455	YRI
1.64673836385005	YRI
0.443373902691432	YRI
0.879140652118074	YRI
1.15952944718839	YRI
0.796514948171957	YRI
0.376921500091867	YRI
0.991501014519028	YRI
0.346945637300147	YRI
0.303595809394865	YRI
0.668906544111747	YRI
0.491182052264823	YRI
0.488159803260188	YRI
0.440970462009587	YRI
0.439801832261833	YRI
0.238947072707806	YRI
0.185592752423457	YRI
0.226952739810637	YRI
0.314528279565613	YRI
0.201677008580339	YRI
0.336401730663583	YRI
0.410937937102772	YRI
1.04189791337572	YRI
0.633169593771391	YRI
0.14328420976557	YRI
0.268547208646237	YRI
0.369825467526472	YRI
0.428326791082041	YRI
0.249953969554357	YRI
0.508796233217554	YRI
0.21008278129724	YRI
0.383068981504011	YRI
0.471648009188152	YRI
0.185916080964414	YRI
0.353163995657964	YRI
0.713531588467411	YRI
1.21789104300582	YRI
0.410755233013512	YRI
0.628031909856002	YRI
0.595786451093438	YRI
0.283106221861974	YRI
0.359179454872355	YRI
1.00351403605346	YRI
0.548856721356975	YRI
0.213206871803144	YRI
0.554823574302842	YRI
1.02586315128592	YRI
0.953130915216464	YRI
1.01364639672923	YRI
0.496718573970305	YRI
1.03613273713598	YRI
0.901495999554034	YRI
0.832759252591952	YRI
0.706851833145844	YRI
0.775917394367363	YRI
0.543992511856791	YRI
0.516828876461528	YRI
0.628317744458518	YRI
1.47415477655343	YRI
0.47970115729452	YRI
1.01843684865223	YRI
1.15613319102862	YRI
0.82352105779599	YRI
0.888915796885289	YRI
1.17154228321888	YRI
2.05073620180182	YRI
1.6128484222792	YRI
1.31326954633965	YRI
1.76975113238056	YRI
1.10375150514784	YRI
1.60861483467491	YRI
1.57572356473085	YRI
0.907207594643385	YRI
1.19586841772911	YRI
1.61485551547632	YRI
2.86291292559334	YRI
1.66625964053406	YRI
1.7479328953497	YRI
2.06548884873493	YRI
1.45584981918163	YRI
1.27219691585241	YRI
1.89408336039493	YRI
1.04104947078447	YRI
1.25444291417947	YRI
1.09545397222746	YRI
0.390648343753997	YRI
1.33897777985804	YRI
1.3493502152429	YRI
0.32616310059621	YRI
0.820395818220465	YRI
0.318199145194934	YRI
0.542830551498563	YRI
0.349993983609175	YRI
0.677972756130232	YRI
1.02513363531846	YRI
0.798192803729646	YRI
0.718412344576249	YRI
1.36458755218017	YRI
0.790349805181261	YRI
0.702863637022501	YRI
0.648453639240634	YRI
0.700314566432197	YRI
1.09430895415891	YRI
1.12458079486991	YRI
0.970376748486779	YRI
1.08976478705923	YRI
0.439768108368122	YRI
0.386635422124897	YRI
0.423516948557238	YRI
0.623344945072102	YRI
0.446388350897601	YRI
0.544870762475195	YRI
0.478100956369443	YRI
0.432730699581345	YRI
0.431009747090006	YRI
0.622552185721014	YRI
0.33278335628774	YRI
0.249640115466234	YRI
0.623458160172453	YRI
0.381369895723795	YRI
0.0952418534897737	YRI
0.0486455343920307	YRI
0.0754001754474156	YRI
0.121312037300512	YRI
0.176352483822198	YRI
0.611179030873605	YRI
1.01818643868767	YRI
0.940823417945296	YRI
0.523603694203484	YRI
0.273899692941753	YRI
0.699322586865428	YRI
1.19559346257954	YRI
1.36266344950702	YRI
0.870354518017231	YRI
1.23861555654668	YRI
0.933308462206143	YRI
1.13060691070539	YRI
1.13785610759927	YRI
0.924310371584573	YRI
0.662008164903691	YRI
0.586002576299437	YRI
0.723576675355973	YRI
0.593700698071541	YRI
1.13557033476697	YRI
1.51721767590489	YRI
1.1388291668546	YRI
0.755853254150819	YRI
0.647019195913258	YRI
0.838221878823938	YRI
0.551952492915759	YRI
0.367128509256606	YRI
0.237046671801073	YRI
0.146639457599547	YRI
0.362930327279871	YRI
0.240811896661475	YRI
0.151847564350223	YRI
0.14846653099955	YRI
0.145506524965526	YRI
0.241992999933623	YRI
0.28719397166674	YRI
0.221296671020351	YRI
0.144308094843085	YRI
0.22702561711277	YRI
0.201861493338077	YRI
0.187798816710427	YRI
0.201665928862067	YRI
0.433795500215912	YRI
0.311516651998659	YRI
0.333475616901149	YRI
0.339708972366248	YRI
0.41633054796686	YRI
0.508600314863078	YRI
0.476381347245236	YRI
0.536606284087715	YRI
0.66813053020572	YRI
0.591027398640329	YRI
0.548102718240775	YRI
0.265191612656054	YRI
0.317035086138375	YRI
0.469946516684284	YRI
0.490899238486004	YRI
0.597895264970235	YRI
0.506605045102285	YRI
0.721977085812619	YRI
0.755049504159122	YRI
1.03013571731045	YRI
0.417969003225296	YRI
0.645819295899748	YRI
0.399043327986811	YRI
0.181967407267784	YRI
0.629364838323567	YRI
0.712490752269853	YRI
0.53838218723982	YRI
0.743053433924001	YRI
0.344006834070449	YRI
0.921555496677235	YRI
0.286496987753097	YRI
0.319403239237899	YRI
0.614525101115302	YRI
0.548988546529314	YRI
0.549409359427718	YRI
0.930693225340777	YRI
0.781278467743787	YRI
0.674208542773612	YRI
0.0963005306989378	YRI
0.447551226498467	YRI
0.334412487679533	YRI
0.534266034676367	YRI
0.825124593323255	YRI
0.767927729376135	YRI
0.467863043384125	YRI
1.20075943322935	YRI
0.445067350599829	YRI
0.545031067090163	YRI
0.421472039622851	YRI
0.558537315133455	YRI
0.724426437598158	YRI
0.801751920301989	YRI
1.02598119743651	YRI
0.543302814007077	YRI
0.361951238093068	YRI
0.710581281724697	YRI
0.321080754581186	YRI
0.53917333606493	YRI
0.495528338849283	YRI
0.414471294158232	YRI
0.257229315478058	YRI
0.508284179929373	YRI
0.346241208931691	YRI
0.274728721255744	YRI
0.229900137377881	YRI
0.166109076798156	YRI
0.158061957902248	YRI
0.31388265339272	YRI
0.246137421978046	YRI
0.405971377112561	YRI
0.537521888974402	YRI
0.686358592960507	YRI
0.403208493266751	YRI
0.915836676946566	YRI
1.08813677435324	YRI
1.09056760735834	YRI
0.693541095521004	YRI
1.27254184680004	YRI
0.71648596479775	YRI
0.823483377637134	YRI
0.778811819150507	YRI
0.484173800516634	YRI
0.252701540292801	YRI
0.580850826943374	YRI
0.686763861514894	YRI
0.638399101736315	YRI
1.22559066514384	YRI
0.529869676724994	YRI
1.6014966099449	YRI
0.959476672637531	YRI
1.61113334825653	YRI
1.27120132708773	YRI
1.4765121936782	YRI
0.910613027685104	YRI
1.19103033036199	YRI
0.94530966048477	YRI
2.75095469097964	YRI
1.694779114081	YRI
1.5344958291382	YRI
1.03970980746689	YRI
0.647347774611813	YRI
1.09548318460827	YRI
0.671737469636158	YRI
1.79258796095886	YRI
2.07359956298856	YRI
2.1725738699159	YRI
2.82695845194337	YRI
2.78338387623996	YRI
2.2251591445321	YRI
0.749534394900766	YRI
0.578409643986261	YRI
0.885439495989471	YRI
0.458832161675392	YRI
0.839264085468173	YRI
0.962667236482522	YRI
0.672976618459803	YRI
0.881433413502709	YRI
0.800328098149153	YRI
0.465366725877197	YRI
0.281764502453781	YRI
0.639950146897418	YRI
0.649234416065277	YRI
0.577367779811168	YRI
0.695650232777269	YRI
1.08042986053237	YRI
1.35186434687467	YRI
0.852660314361398	YRI
0.979793994194772	YRI
0.52555710297434	YRI
0.525834441083327	YRI
0.281996474460027	YRI
0.673982386267322	YRI
0.576310094777779	YRI
0.500758929833954	YRI
0.244282601109552	YRI
0.414634758696822	YRI
0.493591000040092	YRI
1.24841325500806	YRI
1.38629498731588	YRI
0.345564320613451	YRI
1.40695734941435	YRI
0.933889823633684	YRI
0.610626316030207	YRI
0.279571523257994	YRI
0.26514751618271	YRI
0.245577827355275	YRI
0.218224760648525	YRI
0.403964134304999	YRI
0.186356643754797	YRI
2.37177893482765	YRI
0.20950425644835	YRI
0.488698270919034	YRI
0.794407311277556	YRI
0.613453947194202	YRI
1.26049123838811	YRI
0.857570278430222	YRI
0.372765999442299	YRI
0.391517357770415	YRI
0.343620452690339	YRI
0.561421160185516	YRI
0.494995589578248	YRI
0.30066735845368	YRI
0.424260917636463	YRI
0.483015475340099	YRI
0.437027509380525	YRI
0.547231962482837	YRI
0.428024113414905	YRI
0.339966380707184	YRI
0.764047441785404	YRI
0.533676755726837	YRI
0.476647557875911	YRI
0.282781117690032	YRI
0.735466759979788	YRI
0.466955134500079	YRI
0.836132640807521	YRI
0.522840303534553	YRI
0.581248052653959	YRI
0.456727407785286	YRI
0.443008497321365	YRI
0.800094770042031	YRI
0.755562636763767	YRI
0.993433271323723	YRI
0.478652694139769	YRI
0.577835557085295	YRI
0.336524264348402	YRI
0.667728466749413	YRI
0.698241483030458	YRI
0.878907569500583	YRI
0.524796945643175	YRI
0.466215128761069	YRI
0.222044890725816	YRI
0.589729318893953	YRI
0.539692521599375	YRI
1.03693201394062	YRI
0.280034002311816	YRI
0.1345403027326	YRI
0.541821105156176	YRI
0.408200896991492	YRI
0.528030029145416	YRI
0.403908784713001	YRI
0.436109584761919	YRI
0.414506372221202	YRI
0.423806220347902	YRI
0.360482327064267	YRI
0.269437947101835	YRI
0.666175518577628	YRI
0.649764224122098	YRI
0.527058941857511	YRI
0.841931207986292	YRI
0.540938648762736	YRI
0.561884141447529	YRI
1.00743008389499	YRI
0.548733513791429	YRI
0.266576126562909	YRI
0.373262222742047	YRI
0.556904027544089	YRI
0.308751058404305	YRI
0.473677220178974	YRI
0.379284977487654	YRI
0.819220704242287	YRI
0.287128480686836	YRI
0.458163492376241	YRI
0.452490425151207	YRI
0.600901627405198	YRI
0.568950536286506	YRI
0.158878528173875	YRI
0.500772424020622	YRI
0.45275637699994	YRI
0.551487439587729	YRI
0.346775385761261	YRI
0.385179068797422	YRI
0.3202854402492	YRI
0.442205059934341	YRI
0.370392394320999	YRI
0.58416950978947	YRI
0.674927857413305	YRI
1.04105873026195	YRI
0.941337098591411	YRI
0.776702193299842	YRI
0.645821374695101	YRI
0.383257759078308	YRI
0.274332603300324	YRI
0.307583744207803	YRI
0.662314785244099	YRI
0.311019714860707	YRI
0.680955350322661	YRI
0.517583859325065	YRI
0.214165567985093	YRI
0.238303883999459	YRI
0.275233179777539	YRI
0.752710776583519	YRI
1.06774559251821	YRI
0.749471102153711	YRI
0.916118357491528	YRI
0.73572461063248	YRI
0.46991474024974	YRI
0.331164796468679	YRI
0.443936390350142	YRI
0.573541211286261	YRI
0.604076092146507	YRI
0.608668242906623	YRI
0.875508446432561	YRI
0.790207778418226	YRI
0.555073493473027	YRI
0.543370135987594	YRI
0.467917877378966	YRI
0.823622024076787	YRI
0.602137577488076	YRI
0.445057723847614	YRI
0.54155105662941	YRI
0.403398973889485	YRI
0.796262936690154	YRI
1.04980901818522	YRI
0.720826004061278	YRI
0.796308741858202	YRI
1.17375743313496	YRI
0.788922629322279	YRI
0.817144075537358	YRI
1.30050944766634	YRI
1.57781993622921	YRI
1.89410891863853	YRI
1.92165288295152	YRI
1.94042232455374	YRI
2.30369440104469	YRI
1.83044621973722	YRI
1.33631805513623	YRI
1.64736655298832	YRI
1.38183370677394	YRI
1.09344489441924	YRI
1.82846131878506	YRI
2.4704558301552	YRI
1.90140141063242	YRI
1.36062683170576	YRI
1.79510188254743	YRI
1.10926130731511	YRI
0.938849029428282	YRI
1.16279318452729	YRI
1.14390642506615	YRI
1.62769623675998	YRI
0.937364924865935	YRI
0.220612643213484	YRI
0.706360912782738	YRI
0.898011242819236	YRI
0.309567847553225	YRI
1.25119989288161	YRI
0.838626395696192	YRI
0.795285964821288	YRI
0.363931838427274	YRI
0.422464868253475	YRI
0.450456893094943	YRI
0.388665427152504	YRI
0.626608222765842	YRI
0.93041570718987	YRI
0.431635882275479	YRI
0.541431100768479	YRI
0.466268196056111	YRI
0.347117107391982	YRI
0.441558729610347	YRI
0.524066912852625	YRI
1.98799732790438	YRI
0.85123623356712	YRI
0.994832660167443	YRI
0.939674841500815	YRI
0.54090613683025	YRI
0.732356764324868	YRI
0.43308122840748	YRI
1.19588018220091	YRI
0.436364239365951	YRI
0.354907088529366	YRI
0.234032345046453	YRI
0.209451705331387	YRI
0.145348006904696	YRI
0.167503242495407	YRI
0.106538195007573	YRI
0.346103283917634	YRI
0.206810732782073	YRI
0.481728713004214	YRI
0.342632189995521	YRI
0.927854513737625	YRI
0.244231037516287	YRI
0.91977624618179	YRI
0.531709995883166	YRI
0.481540798422721	YRI
0.544922701977925	YRI
0.18980539082428	YRI
0.42857212207311	YRI
0.259491981036511	YRI
0.33384630789973	YRI
0.257931365011984	YRI
0.3979612280319	YRI
0.773501097634582	YRI
0.661301102025835	YRI
0.868981359860206	YRI
0.612767624063467	YRI
0.343851732248743	YRI
1.07777037576067	YRI
1.39373991003673	YRI
0.464083703440018	YRI
1.2837179297133	YRI
1.17214121849956	YRI
0.935691472418524	YRI
0.811565729858916	YRI
0.688038484181513	YRI
0.807810475874051	YRI
0.81431545395676	YRI
0.693331867348219	YRI
0.656913045334465	YRI
0.260685721112739	YRI
0.344023083871614	YRI
0.20925687611074	YRI
0.193480918736089	YRI
0.406757859673138	YRI
0.339780115813224	YRI
0.407133236656336	YRI
0.27435445604937	YRI
0.250066582808731	YRI
0.409326809416206	YRI
0.322681543033135	YRI
0.525875601377297	YRI
0.49498168530252	YRI
0.319733155001706	YRI
0.350767181788632	YRI
0.23448099698404	YRI
0.378085106878306	YRI
0.202741511344797	YRI
0.711810823115897	YRI
0.381423935191825	YRI
0.356889270144722	YRI
0.411570021224372	YRI
1.14562409122042	YRI
0.420696705489073	YRI
0.535422183052151	YRI
0.592449045706694	YRI
0.696833597477684	YRI
0.631696315450587	YRI
0.563229112066179	YRI
0.429772764638311	YRI
0.777271483535976	YRI
1.20765979786374	YRI
0.521525881369346	YRI
0.540017255509088	YRI
0.405971815200597	YRI
0.488768396246914	YRI
0.571734882811283	YRI
0.673669876808329	YRI
0.569290371067502	YRI
0.922243028199993	YRI
0.830765757702106	YRI
0.859885720414169	YRI
0.572599222451036	YRI
0.304342792159169	YRI
0.460859172190119	YRI
0.222966815762421	YRI
0.139381961758073	YRI
0.365326535319945	YRI
1.2474552917733	YRI
0.330237961467873	YRI
1.01434690728402	YRI
0.410385928125337	YRI
0.417756333498751	YRI
0.269156209227656	YRI
0.384433010476425	YRI
0.281003898994989	YRI
0.637835648606279	YRI
1.24559898200435	YRI
0.860280829737734	YRI
0.283483603624741	YRI
0.557776370714871	YRI
0.570111878519882	YRI
0.880806692656069	YRI
0.510783985210497	YRI
0.919438231758058	YRI
1.03161155103477	YRI
1.20446168613492	YRI
0.408047335063216	YRI
0.413681030168599	YRI
0.531171330784011	YRI
0.48927265650974	YRI
0.456437716153698	YRI
0.542654533186256	YRI
0.426945315378111	YRI
0.890855402529036	YRI
0.664315467895316	YRI
0.312290599522313	YRI
0.693346332275422	YRI
0.578387885994968	YRI
0.553299691552095	YRI
0.926278239422048	YRI
0.729573008030508	YRI
1.12984815331716	YRI
1.28206918297325	YRI
0.996799977609738	YRI
1.52286161559938	YRI
1.13029645303952	YRI
1.51031496580569	YRI
1.48059557663601	YRI
1.83785834568388	YRI
1.94865120246113	YRI
0.903888809797201	YRI
0.673054207760656	YRI
1.75498193797328	YRI
1.54637363478952	YRI
1.42429742367665	YRI
1.73014120872832	YRI
1.68764195182902	YRI
2.01130397635787	YRI
1.11465164923692	YRI
2.10437712883471	YRI
1.42142452364451	YRI
1.60613682909174	YRI
1.77288921819845	YRI
0.714222257237065	YRI
0.903412445116455	YRI
0.858391855621114	YRI
1.29715740433113	YRI
1.26080559817896	YRI
1.02576159398792	YRI
0.952840680418009	YRI
1.16913843000017	YRI
0.689272563031464	YRI
1.04758711393518	YRI
0.627686481503888	YRI
0.456256112438426	YRI
0.872250862075374	YRI
1.07759327137023	YRI
1.01892195029178	YRI
1.07124799897263	YRI
0.978697004559898	YRI
0.681678059907393	YRI
0.557509925340625	YRI
0.210198292256807	YRI
0.134478923100021	YRI
0.0854690662383537	YRI
0.344542661963297	YRI
0.251044717004929	YRI
0.617255161434522	YRI
1.47607707133025	YRI
0.968232839523075	YRI
0.470440469315345	YRI
0.3489871354431	YRI
0.87241706415695	YRI
1.1000356702676	YRI
0.511071042163113	YRI
1.07715166324061	YRI
0.706766033516784	YRI
1.08159118328305	YRI
1.17198537907543	YRI
0.978779749976394	YRI
1.0012753212912	YRI
0.543973647972114	YRI
0.674055157550825	YRI
0.549920019310381	YRI
0.29866596963191	YRI
0.26259833371167	YRI
0.256344976482912	YRI
0.343589289645489	YRI
0.749803334141052	YRI
0.675088119158462	YRI
0.35588232502912	YRI
0.427826290709938	YRI
0.350649710259832	YRI
0.250477272340321	YRI
0.445550048344015	YRI
0.291535018971794	YRI
0.102439826477786	YRI
0.0975705856673895	YRI
0.17548490838481	YRI
0.304727199729206	YRI
0.446886074011233	YRI
0.486716153412383	YRI
0.298718607165577	YRI
0.373688264162218	YRI
0.217432052451532	YRI
0.571168045893086	YRI
0.486064858377078	YRI
0.411945561280068	YRI
0.463200052030716	YRI
0.295509199152943	YRI
0.381550415615782	YRI
0.453310384932474	YRI
0.251597963763829	YRI
0.267411043105525	YRI
0.54132126186173	YRI
0.247675511317568	YRI
0.281970462237571	YRI
0.351184719735461	YRI
0.228887325376834	YRI
0.492228473244819	YRI
0.240556939945413	YRI
0.225484953787637	YRI
0.575949641006867	YRI
0.571613327225387	YRI
0.720364870234918	YRI
1.04569041321094	YRI
0.624175918756528	YRI
0.381537698929636	YRI
0.429645340014596	YRI
0.427138801783196	YRI
0.25113150592023	YRI
0.44780964192625	YRI
0.357790655263607	YRI
0.410991312464141	YRI
0.538503702490923	YRI
0.463182807557178	YRI
0.478335516305336	YRI
0.348998144449465	YRI
0.651477390476999	YRI
0.362577050059893	YRI
1.26157457522102	YRI
0.921964666554239	YRI
0.897936450791042	YRI
0.883524013933632	YRI
0.59723727074749	YRI
0.528599966623832	YRI
0.455060918924807	YRI
0.541315019225428	YRI
0.519423502082213	YRI
0.374986751677321	YRI
0.230923945110454	YRI
0.200225968515856	YRI
0.419607326973706	YRI
0.261656821834179	YRI
0.352756673089576	YRI
0.25672595445398	YRI
0.320652459499083	YRI
0.498904806321734	YRI
0.845598781204191	YRI
0.767334504949388	YRI
0.902344203925947	YRI
0.200278606210235	YRI
0.279359004567249	YRI
0.468199728964697	YRI
0.805681159477103	YRI
0.612296563021173	YRI
0.80715215591289	YRI
0.787414861217415	YRI
0.686843012938806	YRI
1.22429703807422	YRI
0.539759325991238	YRI
0.72126087128764	YRI
0.847431361959815	YRI
0.961497801046121	YRI
0.871540253840432	YRI
0.099401283119532	YRI
0.237591841188578	YRI
0.484837173120433	YRI
0.651754731371044	YRI
0.535612140308336	YRI
0.207359605882534	YRI
0.477787510115701	YRI
0.713251911757015	YRI
1.50996818721818	YRI
0.55729939464288	YRI
